sample_id,scenario,invite,opt_in,text_reply,reaction,state_share,proactive_update,routine_maintenance,pass_event,resume_signal,tone_warmth,response_delay_min
309,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.49338230552066814,30.82661103708724
310,cozy-normal-year,1,0,0,1,0,0,0,0,0,0.558687411752543,
311,cozy-normal-year,1,1,1,0,0,0,1,0,0,0.6051822782218487,23.226438626281126
312,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6670807676602621,41.476989854758315
313,cozy-normal-year,1,0,0,1,0,0,0,0,0,0.5214949850857842,
314,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.7147207850997466,28.092453518966025
315,cozy-normal-year,1,0,0,1,0,0,0,0,0,0.5439094088379077,
316,cozy-normal-year,1,1,1,1,1,1,1,0,0,0.5373891046677146,88.23963814700956
317,cozy-normal-year,1,0,1,0,0,1,0,1,0,0.7340611336102103,46.22136993499265
318,cozy-normal-year,1,1,1,1,1,1,1,0,0,0.5821065521091754,100.33995086242454
319,cozy-normal-year,1,1,1,1,1,1,1,0,0,0.622241845481295,24.05293459194999
320,cozy-normal-year,1,1,1,1,0,0,0,0,0,0.5615173122722193,28.391314474226323
321,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.5860896584765848,18.572870388362144
322,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5241446778431499,23.763138794492974
323,cozy-normal-year,1,1,1,0,1,0,0,0,0,0.5367870574981813,47.28232004302765
324,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5011711952168799,18.671861640869007
325,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6180513508221589,10.343374343910805
326,cozy-normal-year,1,0,0,1,0,1,0,0,0,0.5928696107327588,
327,cozy-normal-year,1,1,1,0,1,1,1,0,0,0.5408948155026445,104.68832357026818
328,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6228808608550437,69.2620596934327
329,cozy-normal-year,0,0,0,1,0,1,0,0,0,0.717424521477245,
330,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.6461338843414671,26.894178495279068
331,cozy-normal-year,1,0,1,0,0,1,0,0,0,0.6011214959041027,97.64236961734021
332,cozy-normal-year,1,0,1,1,0,0,0,0,0,0.6966166003168207,37.81511170628998
333,cozy-normal-year,1,0,0,1,0,1,0,0,0,0.6324792166310446,
334,cozy-normal-year,1,1,1,0,1,1,0,0,0,0.5776905503230508,19.543072098492832
335,cozy-normal-year,1,1,1,1,1,1,1,0,1,0.5497470715001714,35.12134157409363
336,cozy-normal-year,0,0,0,0,0,0,0,0,0,0.5176358342265017,
337,cozy-normal-year,1,0,0,1,0,1,0,0,0,0.6069695349408234,
338,cozy-normal-year,1,0,0,0,0,0,0,0,0,0.5272793655059423,
339,cozy-normal-year,1,1,1,0,1,0,1,0,1,0.515609081614557,15.909523688862476
340,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.44010601205777267,39.4423713602696
341,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.6955854105895175,26.732917066864072
342,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6016639516964697,45.65120625652305
343,cozy-normal-year,1,0,1,0,0,0,0,0,0,0.6454185392012435,22.34322764459917
344,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5286828454462684,19.92990122483913
345,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6585243749977061,22.826841467465243
346,cozy-normal-year,1,1,1,1,0,0,0,0,0,0.47418468969287697,30.72973077230072
347,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6663082824126111,28.753047582218677
348,cozy-normal-year,1,1,1,0,1,0,1,0,0,0.612931771304023,29.372559930623716
349,cozy-normal-year,1,1,1,1,1,0,1,0,0,0.5922483849478807,30.674828951253193
350,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.6092589943815547,29.31586616770343
351,cozy-normal-year,1,1,1,0,0,1,1,0,0,0.5901528829613827,36.85884996213124
352,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.584291882589079,92.82111324450125
353,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.6235313057657135,27.366136721778435
354,cozy-normal-year,1,1,1,1,1,1,1,0,0,0.5925081529266718,69.6472426469337
355,cozy-normal-year,1,1,1,1,0,0,1,0,1,0.6303131310385948,20.878462368785833
356,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5374095244860867,20.165955493774245
357,cozy-normal-year,1,1,1,0,1,1,1,0,0,0.5053501260647371,54.4612718895114
358,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5911743823426063,11.377136839335995
359,cozy-normal-year,1,1,1,1,0,1,1,0,0,0.5874552053969422,83.70649762487143
360,cozy-normal-year,1,1,1,0,0,0,1,0,1,0.6548922302827699,42.62945064537217
361,cozy-normal-year,1,1,1,1,0,0,1,0,0,0.5837564751705494,34.517194341457724
362,cozy-normal-year,0,0,1,0,0,0,0,0,1,0.7465165072206101,164.35171512515765
363,cozy-normal-year,0,0,1,0,0,0,0,0,0,0.6653354699117712,113.89822341492659
364,cozy-normal-year,0,0,0,0,0,1,0,0,0,0.5605457358255908,
365,cozy-normal-year,1,0,1,0,0,0,0,0,1,0.5524526821080809,41.96846870648559
